Customer_ID,Age,Annual_Income,Num_of_Loan,Num_of_Delayed_Payment,Changed_Credit_Limit,Outstanding_Debt,Amount_invested_monthly,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Delay_from_due_date,Num_Credit_Inquiries,Credit_Utilization_Ratio,Total_EMI_per_month,Credit_History_Age_Months,Occupation,Credit_Mix,Payment_of_Min_Amount,Payment_Behaviour,_target_agreement,has_auto_loan,has_credit_builder_loan,has_debt_consolidation_loan,has_home_equity_loan,has_mortgage_loan,has_not_specified,has_payday_loan,has_personal_loan,has_student_loan,n_loan_types,Credit_Utilization_Ratio_std,Delay_from_due_date_max,Num_Credit_Inquiries_max,debt_to_income,debt_service_ratio,Credit_Score
CUS_0x48f,25.0,72629.12,7.0,25.0,21.23,4748.34,343.74972369694734,270.6311273539704,5884.426666666666,8.0,9.0,19.0,40.0,12.0,34.69151625904705,293.7841875314496,95.0,Journalist,Bad,Yes,High_spent_Medium_value_payments,1.0,0,0,1,0,0,1,1,1,1,5,3.3187850773676066,42.0,16.0,0.06537790902602153,0.04992571140288654,Poor
CUS_0x45db,50.0,86742.32,2.0,12.0,14.12,19.11,287.0734294328114,571.6012822854542,7030.526666666668,8.0,4.0,19.0,8.0,2.0,31.896055954851803,136.34231114684215,314.0,Mechanic,Standard,Yes,High_spent_Medium_value_payments,1.0,0,0,0,0,1,0,1,0,0,2,6.413108867339342,8.0,2.0,0.00022030768833482893,0.019392901501003073,Standard
CUS_0x4b2c,33.0,22488.625,1.0,11.0,0.69,590.85,44.05373882938723,366.0481334135138,1700.052083333333,1.0,3.0,6.0,10.0,3.0,26.533290287720828,11.478601693258964,192.0,Entrepreneur,Good,No,High_spent_Large_value_payments,0.75,0,0,0,0,0,0,1,0,0,1,5.5984123133747135,13.0,3.0,0.026273282603983126,0.006751911783051137,Standard
CUS_0xaf8f,25.0,38073.2,1.0,3.0,1.05,196.95,167.8940553648108,423.56194800547104,3367.7666666666664,2.0,4.0,5.0,14.0,2.0,31.217592696805145,28.55143269471144,235.0,Scientist,Good,No,Low_spent_Large_value_payments,1.0,0,0,0,0,0,0,1,0,0,1,3.733380306801041,14.0,2.0,0.005172930040028156,0.008477853580922503,Standard
CUS_0x165b,23.0,142717.44,0.0,16.0,17.99,1413.48,678.481154844334,984.4260364396346,11947.12,5.0,4.0,13.0,26.0,9.0,38.901091557989844,0.0,199.0,Mechanic,Standard,Yes,High_spent_Large_value_payments,0.75,0,0,0,0,0,0,0,0,0,0,4.946268253558963,26.0,9.0,0.009904045364042404,0.0,Standard
CUS_0xb9cd,19.0,33146.84,1.0,14.0,16.83,168.46,157.76628446441651,357.06539428817496,2704.2366666666658,6.0,4.0,11.0,26.0,5.0,28.967547016290155,19.921125145527093,376.5,Mechanic,Standard,Yes,Low_spent_Large_value_payments,1.0,0,0,0,0,0,0,0,0,1,1,5.412195086647643,29.0,5.0,0.005082234083248962,0.007366635247233205,Standard
CUS_0x9dee,38.0,30447.38,6.0,21.0,27.02,3141.05,89.57179133553952,329.8936449581271,2649.2816666666668,10.0,5.0,27.0,20.0,8.0,32.529882343759084,109.5286210722644,121.0,Architect,Bad,Yes,High_spent_Large_value_payments,0.5,1,0,1,0,1,1,0,0,0,4,4.758295594591036,22.0,8.0,0.10316322783766617,0.04134276187026712,Poor
CUS_0x3722,30.0,25347.26,1.0,16.0,11.37,1032.75,93.39089179713474,372.75710169072056,2072.2716666666665,6.0,5.0,20.0,2.5,3.0,29.10180896847594,11.637449187665268,236.0,Journalist,Standard,No,Low_spent_Large_value_payments,1.0,0,0,0,0,0,1,0,0,0,1,5.49055634120339,5.0,5.0,0.04074404886366416,0.005615793225790989,Standard
CUS_0x5f34,18.0,125385.88,4.0,2.0,9.36,1268.57,405.293137120455,543.970774768805,10720.823333333334,2.0,5.0,5.0,14.0,1.0,33.811853863626546,364.3603101561969,298.5,Writer,Good,No,High_spent_Medium_value_payments,1.0,0,0,1,0,1,1,0,1,0,4,4.558115183130676,17.0,5.0,0.010117327405605798,0.033986224642217795,Standard
CUS_0x40f8,21.0,20090.02,4.0,21.0,6.73,2329.28,120.46143627222513,280.8521901045982,1570.168333333333,7.5,9.5,19.0,60.0,9.5,29.488660342227604,40.703206956509966,77.0,Developer,Bad,Yes,Low_spent_Small_value_payments,0.875,0,0,1,0,1,0,0,1,1,4,2.3431149302540977,60.0,11.0,0.11594214440801952,0.025922830114718045,Poor
CUS_0xab32,42.0,38873.66,7.0,18.0,16.54,3373.85,101.24419736133412,279.5134684887709,3239.471666666667,10.0,5.0,16.0,39.0,7.0,29.06200752661801,225.6107082138676,142.0,Doctor,Bad,Yes,High_spent_Medium_value_payments,0.75,1,1,0,0,1,1,0,1,0,5,6.541931296185069,40.0,9.0,0.08679012987200073,0.06964429123901406,Poor
CUS_0xa8ba,18.0,20804.77,5.0,22.0,25.57,4443.32,87.48573014763313,290.71776085749224,1436.730833333333,6.0,6.0,30.0,34.0,11.0,32.48838095896946,50.20546975335496,110.0,Accountant,Bad,Yes,Low_spent_Medium_value_payments,0.75,0,0,1,1,0,0,1,0,1,4,3.742697975697374,35.0,11.0,0.21357217599617778,0.03494424187784302,Standard
CUS_0x36d3,34.0,108361.32,4.0,9.0,9.83,402.23,380.7130517471684,567.6238593725552,8829.11,7.0,5.0,10.0,28.0,1.0,30.990150623866654,194.5740888802765,222.0,Teacher,Standard,Yes,High_spent_Large_value_payments,1.0,1,0,1,0,1,0,0,1,0,4,5.7710628283691845,28.0,1.0,0.0037119333725355134,0.02203779190431159,Standard
CUS_0x2584,31.0,59971.42,3.0,20.0,0.52,203.03,116.0290978193068,540.0954942182925,5190.618333333333,8.0,5.0,6.0,11.0,0.0,35.454534714922076,107.93724129573393,245.5,Accountant,Standard,No,High_spent_Medium_value_payments,1.0,0,0,1,1,0,0,0,0,1,3,4.083950178186481,12.0,4.0,0.0033854459340799336,0.0207946788540737,Standard
CUS_0x1258,49.0,44955.64,0.0,10.0,17.2,766.63,93.69759270532091,454.5830565239527,3878.3033333333337,4.0,6.0,20.0,25.0,4.0,36.49970890420038,0.0,203.5,Entrepreneur,Standard,Yes,High_spent_Medium_value_payments,1.0,0,0,0,0,0,0,0,0,0,0,4.900694866339275,25.0,4.0,0.0170530327229242,0.0,Standard
CUS_0x2d76,50.0,48615.22,4.0,11.0,9.44,1235.05,110.1915270675044,363.61758900035954,3937.268333333333,4.0,7.0,15.0,29.0,4.0,37.86396465311261,135.35743365490544,199.0,Accountant,Standard,Yes,High_spent_Small_value_payments,1.0,0,0,1,0,0,1,1,0,1,4,4.3711667282367195,32.0,6.0,0.025404595515560763,0.034378513780469314,Standard
CUS_0x7594,15.0,21642.16,3.0,21.0,11.29,1058.31,139.2546197760144,322.537921922465,2048.5133333333333,8.0,7.0,16.0,24.0,7.0,33.12004930422028,33.058791634853925,163.5,Engineer,Standard,Yes,Low_spent_Small_value_payments,1.0,0,0,0,0,0,0,1,0,1,2,3.540852875937976,24.0,7.0,0.04890038702236745,0.016137943110704964,Standard
CUS_0x76c2,50.0,59555.68,2.0,8.0,15.81,1384.55,322.48835017957765,331.3215533060234,4663.973333333333,3.0,5.0,6.0,10.0,0.0,33.83794561373642,75.00154720653882,365.0,Musician,Standard,Yes,High_spent_Small_value_payments,1.0,0,0,0,1,0,0,1,0,0,2,5.794505580210473,13.0,2.0,0.02324799246688141,0.01608104117373573,Standard
CUS_0xc163,19.0,40327.22,0.0,0.0,7.87,1073.76,155.09448855808523,474.46567810858147,3595.601666666667,5.0,5.0,7.0,13.0,4.0,29.36405369467618,0.0,261.0,Media_Manager,Good,No,Low_spent_Small_value_payments,1.0,0,0,0,0,0,0,0,0,0,0,5.694561960237448,18.0,4.0,0.02662618449771643,0.0,Standard
CUS_0x5197,49.0,10328.58,1.0,18.0,8.49,1137.12,86.0885180923296,304.94845429869963,1118.715,6.0,4.0,11.0,29.0,1.0,26.939437986673816,4.4628374669131645,278.0,Lawyer,Standard,Yes,Low_spent_Small_value_payments,1.0,0,0,0,0,0,1,0,0,0,1,4.304539548721597,31.0,1.0,0.11009451444438634,0.003989253265499404,Standard
CUS_0x4ef0,21.0,7177.535,5.0,16.0,7.48,1339.34,39.11627017562401,267.9966970556849,412.1279166666667,9.0,9.0,16.0,45.0,12.0,33.255396797482156,22.08428099374675,72.0,Accountant,Standard,Yes,Low_spent_Small_value_payments,0.875,1,1,0,0,1,1,1,0,0,5,4.888405891911484,49.0,12.0,0.18660166756414284,0.05358598653633246,Poor
CUS_0x86c5,32.0,79264.86,5.0,17.0,12.21,440.0,455.40177819802625,338.2360518637463,6863.405,4.0,7.0,9.0,13.0,5.0,35.549396678371295,274.2932041696966,78.5,Lawyer,Standard,Yes,Low_spent_Medium_value_payments,1.0,0,1,0,0,0,0,1,0,1,3,5.070485048391601,16.0,5.0,0.005551009615105609,0.03996459544055707,Standard
CUS_0x1fd1,31.0,33494.36,8.0,25.0,8.78,3304.83,135.52450143907333,203.1235808795082,2677.1966666666667,9.0,9.0,28.0,55.0,9.0,32.47553661866215,197.25553305220703,110.0,Writer,Bad,Yes,Low_spent_Small_value_payments,0.875,0,0,1,1,0,1,1,0,1,5,5.555232279414493,55.0,9.0,0.09866825340146819,0.07367988146265199,Poor
CUS_0x1a87,35.0,106030.05,3.0,14.0,9.51,136.53,204.08723647699037,767.3032680506515,8628.8375,7.0,3.0,14.0,12.0,8.0,30.864388459376162,136.49324547235813,124.0,Mechanic,Standard,Yes,High_spent_Large_value_payments,1.0,0,0,0,1,1,0,0,0,1,3,6.1994496914825445,12.0,8.0,0.001287653830211341,0.015818265840834077,Standard
CUS_0x2e50,37.0,9987.295,7.0,19.0,5.03,2943.52,32.212639206154336,260.2426438371287,578.2745833333332,8.0,5.0,23.0,19.0,12.0,32.4089770435867,47.263744741439154,43.0,Journalist,Bad,Yes,Low_spent_Medium_value_payments,0.875,0,1,1,0,0,0,0,1,1,4,5.364287658991381,24.0,16.0,0.2947264499546674,0.08173235709063673,Poor
CUS_0x1f9e,48.0,24894.05,0.0,10.0,2.3,86.43,125.5848290628977,391.565587603769,2371.5041666666666,8.0,3.0,8.0,21.0,5.0,33.3031533229504,0.0,400.0,Manager,Standard,No,Low_spent_Small_value_payments,1.0,0,0,0,0,0,0,0,0,0,0,4.20991900526673,23.0,5.0,0.0034719139714108394,0.0,Standard
CUS_0x55c7,31.5,33643.54,5.0,17.0,8.56,1300.7,164.32103224435838,314.23457709978527,3048.6283333333336,4.0,6.0,20.0,7.0,8.0,29.499259102604235,70.53606363104981,187.0,Accountant,Standard,Yes,High_spent_Small_value_payments,1.0,0,1,0,1,1,1,0,0,0,4,4.658043961508574,12.0,8.0,0.038661211037839656,0.023136983560710575,Standard
CUS_0x6deb,22.0,44986.07,2.0,12.0,11.37,1162.52,183.71277746120325,396.4887560102783,3957.839166666666,3.0,3.0,4.0,3.0,5.0,36.88272159596792,63.751703913108635,342.5,Scientist,Good,No,Low_spent_Small_value_payments,1.0,0,0,1,0,0,0,0,1,0,2,4.973392463287754,4.0,5.0,0.02584177724348893,0.01610770453989948,Good
CUS_0x1d85,33.0,19455.49,2.0,19.0,15.46,1427.03,96.65723263833394,304.86471999914716,1428.2908333333337,7.0,3.0,20.0,15.0,7.0,33.37177511726801,31.30713069585225,149.5,Engineer,Standard,Yes,Low_spent_Small_value_payments,1.0,0,0,0,0,0,1,0,0,1,2,3.7219751536517576,19.0,9.0,0.07334844817581052,0.021919296802310157,Standard
CUS_0x9eb6,24.0,166692.0,4.0,9.0,4.54,864.72,457.0034178677373,703.6992956732626,13599.0,0.0,2.0,4.0,1.0,4.0,31.93205048574977,533.5631964620286,282.5,Accountant,Good,No,High_spent_Large_value_payments,0.5,0,1,0,0,1,0,1,0,0,3,3.661452413803034,6.0,4.0,0.005187531495212728,0.03923547293639448,Standard
CUS_0x5382,37.0,47091.42,4.0,20.0,19.67,629.67,131.74065282795738,307.41018216888625,3962.285,5.0,5.0,16.0,10.0,6.0,30.077231646200723,146.47438531859015,115.0,Teacher,Standard,Yes,Low_spent_Small_value_payments,1.0,0,0,0,1,1,1,0,0,0,3,4.934767862268947,11.0,6.0,0.013371225586316997,0.03696715034849592,Standard
CUS_0xb451,31.0,63675.84,8.0,23.0,16.09,3841.48,115.51177561502217,403.7527844676334,5296.32,10.0,9.0,24.0,16.0,10.0,33.46223081405525,242.19530305193456,86.5,Manager,Bad,Yes,High_spent_Large_value_payments,0.75,0,1,1,1,0,0,1,1,0,5,5.958060329271206,21.0,13.0,0.060328689813907446,0.0457289784325597,Poor
CUS_0x2e8b,46.0,138154.96,3.0,9.0,5.68,1251.9,496.5166374801373,648.4067033900443,11388.913333333332,5.0,2.0,8.0,14.0,4.0,33.47880685867317,270.19056660682685,334.5,Doctor,Good,No,Low_spent_Medium_value_payments,0.75,0,0,0,1,0,1,0,0,0,2,6.83636226599482,17.0,4.0,0.009061563913449073,0.02372399883104097,Standard
CUS_0x74bd,23.5,29663.44,2.0,9.0,17.76,598.51,183.58268680505117,317.2778576705805,2676.953333333333,5.0,6.0,18.0,9.0,8.0,30.860058943148374,49.345911266595046,206.0,Media_Manager,Standard,Yes,Low_spent_Small_value_payments,1.0,0,1,0,0,0,1,0,0,0,2,5.214271083833932,13.0,8.0,0.02017668888031867,0.018433609077954934,Standard
CUS_0x37fb,33.0,35166.35,1.0,12.0,4.33,1185.57,174.06241996272098,419.21644251868724,3139.5291666666667,4.0,4.0,2.0,15.0,2.0,34.3352451068813,26.85650123419343,252.5,Lawyer,Good,No,Low_spent_Small_value_payments,0.875,0,0,0,0,0,1,0,0,0,1,5.345626750915456,19.0,3.0,0.033713194573790004,0.00855430856299634,Good
CUS_0x258b,23.0,66502.76,2.0,10.0,7.06,276.91,133.84645584845845,574.0430365041072,5379.8966666666665,0.0,6.0,1.0,29.0,2.0,34.48650634843277,80.100174314101,227.5,Scientist,Good,No,High_spent_Medium_value_payments,0.875,0,0,0,0,1,0,0,1,0,2,6.103415957668604,31.0,2.0,0.004163887333397892,0.014888794204988013,Poor
CUS_0xfb8,44.0,34636.64,4.0,9.0,11.8,644.87,112.24684800552772,353.59163009308133,2892.6360236396245,3.0,1.0,9.0,1.0,4.0,36.741778861397165,347.16471458722054,284.5,Architect,Good,No,High_spent_Medium_value_payments,0.875,0,1,1,0,0,0,1,0,0,3,5.7990306959195115,3.0,4.0,0.01861814540902351,0.12001672929123129,Good
CUS_0xb9e6,18.0,9092.87,5.0,17.0,15.8,2216.91,38.83177558654745,253.9824342158441,477.73916666666673,6.0,6.0,16.0,11.0,8.0,33.33359042076562,30.73349689311367,95.5,Journalist,Standard,Yes,Low_spent_Medium_value_payments,0.5,1,1,0,1,1,1,0,0,0,5,6.0193094052508505,13.0,12.0,0.24380751071993767,0.064331122582121,Standard
CUS_0x3ea1,44.0,51552.60000000001,3.0,13.0,18.86,1710.66,209.572512020069,366.87723787147235,4413.05,6.0,4.0,18.0,11.0,6.0,34.40481850907169,119.8552501084587,173.0,Writer,Standard,Yes,High_spent_Medium_value_payments,1.0,0,0,1,0,1,0,0,0,1,3,6.992999475820675,11.0,6.0,0.03318280746266919,0.027159277621703514,Standard
CUS_0x8e96,43.0,15225.99,3.0,18.0,0.86,2103.91,94.88559532072725,309.5820317127224,1488.8325,8.0,6.0,21.0,31.0,9.0,32.14571978502485,29.415622966550306,135.0,Manager,Bad,Yes,Low_spent_Medium_value_payments,0.875,1,0,0,0,1,0,0,0,0,2,5.279826920076287,31.0,13.0,0.13817886390310252,0.01975750997278089,Poor
CUS_0xb037,43.0,12287.43,2.0,13.0,12.21,1271.65,84.21344198971175,298.4737800481756,1119.9525,4.0,3.0,19.0,7.0,7.0,34.98208482031195,14.308027962112543,75.0,Musician,Standard,Yes,Low_spent_Small_value_payments,1.0,0,0,0,1,0,0,0,0,1,2,4.6664378048200055,12.0,7.0,0.10349194257871663,0.012775566787084757,Standard
CUS_0x69bf,38.0,10156.33,8.0,19.0,25.76,4345.51,52.08910837108311,231.39752937769745,755.3608333333333,6.0,8.0,20.0,25.0,14.0,27.99819654106704,59.29049520610571,126.5,Engineer,Bad,Yes,Low_spent_Small_value_payments,0.625,0,0,0,0,0,1,1,1,0,3,5.203948101019709,25.0,14.0,0.4278622297621287,0.07849294349094402,Standard
CUS_0x8d0d,55.0,112095.72,0.0,15.0,11.13,251.99,330.98832928729394,864.4723705628708,9559.31,7.0,5.0,5.0,27.0,4.0,33.02009557511103,0.0,325.5,Engineer,Standard,Yes,Low_spent_Medium_value_payments,0.625,0,0,0,0,0,0,0,0,0,0,4.038343885614658,32.0,8.0,0.0022479894861284623,0.0,Good
CUS_0xcea,31.0,13815.325,0.0,12.0,0.52,565.72,56.11835865752879,328.0478823562464,1133.2770833333334,4.0,4.0,4.0,6.0,5.0,32.03140684229927,0.0,359.0,Entrepreneur,Standard,No,Low_spent_Small_value_payments,1.0,0,0,0,0,0,0,0,0,0,0,6.257383522866558,10.0,5.0,0.04094872903822386,0.0,Standard
CUS_0x4d8b,54.0,29508.41,1.0,11.0,5.75,333.86,176.910891312848,321.03405089928935,2576.034166666667,7.0,4.0,9.0,18.0,4.0,32.33712927427604,16.547212199490982,233.5,Accountant,Standard,No,Low_spent_Small_value_payments,1.0,0,0,0,0,0,0,1,0,0,1,6.26776945371587,20.0,4.0,0.01131406266891371,0.006423522022187587,Standard
CUS_0x734d,45.0,109945.32,2.0,19.0,9.49,709.14,411.49473607140567,630.3379725826635,9122.11,3.0,3.0,9.0,25.0,5.0,34.959271303149386,110.41495527502268,65.0,Entrepreneur,Standard,Yes,High_spent_Large_value_payments,1.0,0,0,0,1,1,0,0,0,0,2,4.418413093898703,29.0,8.0,0.006449933476022444,0.012104102589754199,Standard
CUS_0x33da,55.0,35184.74,2.0,15.0,12.25,1036.03,188.51606818445552,371.54585857909285,3035.061666666666,6.0,7.0,13.0,21.0,4.0,33.02287851845659,34.63006424675065,309.0,Writer,Standard,Yes,Low_spent_Large_value_payments,1.0,0,0,0,1,0,0,0,0,0,1,5.835510139865826,23.0,8.0,0.029445435720144585,0.01141000350242768,Standard
CUS_0x937d,27.0,12167.22,0.0,8.0,7.83,124.66,121.0258249035032,292.2699891355467,1114.6179124902574,5.0,7.0,15.0,17.0,6.0,33.557343789639766,97.3170875097425,214.5,Journalist,Standard,Yes,Low_spent_Small_value_payments,0.5,0,0,0,0,0,0,0,0,0,0,5.573481726061223,22.0,7.0,0.010245561434740228,0.08730981838639089,Standard
CUS_0x70b3,19.0,32246.4,0.0,9.0,19.96,1396.38,107.99009228812528,390.44449396756477,2437.2000000000007,5.0,4.0,10.0,12.0,5.0,30.321455479515436,0.0,275.5,Manager,Standard,Yes,Low_spent_Small_value_payments,1.0,0,0,0,0,0,0,0,0,0,0,3.819940219734503,17.0,5.0,0.043303438523370055,0.0,Standard
CUS_0x7a10,23.0,37788.3,2.0,1.0,1.4,1124.37,122.51309766491092,401.7794090295448,3097.025,3.0,4.0,9.0,13.0,4.0,28.48275790571194,39.655553872757935,296.0,Mechanic,Good,No,High_spent_Medium_value_payments,1.0,0,1,1,0,0,0,0,0,0,2,4.546305103902911,18.0,8.0,0.029754447805273056,0.012804402248208502,Good
CUS_0x38ca,27.0,31897.35,0.0,11.5,6.88,1116.03,205.87299122426072,363.8796274675675,2908.1125,4.5,7.5,6.0,19.0,9.0,28.73121990294053,0.0,271.0,Architect,Standard,No,High_spent_Small_value_payments,1.0,0,0,0,0,0,0,0,0,0,0,5.5986587869233135,21.0,9.0,0.03498817299869739,0.0,Standard
CUS_0x10b6,48.0,23627.63,3.0,12.0,1.23,277.93,69.72798568726424,317.2280259941978,1712.969166666667,7.0,3.0,19.0,6.0,1.0,34.509532100184764,37.99637812752503,216.5,Journalist,Standard,No,High_spent_Small_value_payments,1.0,0,1,1,0,0,0,1,0,0,3,5.614457557866935,6.0,1.0,0.011762923323244861,0.022181589060043416,Standard
CUS_0x242d,30.0,15440.42,0.0,14.0,7.48,1277.85,92.75251166707108,337.1971825391595,1496.7016666666666,7.0,6.0,13.0,9.0,4.0,37.35415957305162,0.0,229.5,Doctor,Standard,Yes,Low_spent_Small_value_payments,1.0,0,0,0,0,0,0,0,0,0,0,2.509960778958961,9.0,4.0,0.08276005445447727,0.0,Standard
CUS_0x21f2,29.0,144686.0,7.0,16.0,16.07,605.05,457.69689742441415,217.9977027457968,12306.166666666664,8.0,5.0,5.0,16.0,5.0,30.20063802190201,818.529004678328,130.0,Musician,Standard,Yes,High_spent_Small_value_payments,0.625,1,0,1,1,0,1,0,0,0,4,5.203036717110324,16.0,5.0,0.004181814411898871,0.06651372656080243,Standard
CUS_0x4c59,23.0,7021.91,7.0,18.0,12.75,1919.27,31.001547620564732,260.0340552175602,507.1591666666667,3.0,9.0,20.0,29.0,13.0,28.486596366646687,27.59062663472197,136.5,Accountant,Standard,Yes,Low_spent_Small_value_payments,0.75,0,1,1,1,0,0,1,1,0,5,3.922198086409519,29.0,13.0,0.2733259184466904,0.054402302961539625,Poor
CUS_0xbb30,20.0,71535.38,2.0,18.0,1.26,1349.87,316.5697036577512,472.40653299591816,5886.281666666668,4.0,7.0,14.0,22.0,5.0,33.41452470008021,118.72567367247862,281.5,Writer,Standard,Yes,High_spent_Medium_value_payments,1.0,0,0,0,0,0,0,1,1,0,2,4.847458508603142,27.0,5.0,0.018869963366378983,0.020169893388691944,Standard
CUS_0x6068,51.0,27577.45,3.0,12.0,11.28,1465.9,115.87609669405596,347.3710509662791,2222.120833333333,7.0,4.0,12.0,7.5,7.0,32.398354730352274,40.68645861279676,229.5,Entrepreneur,Standard,No,High_spent_Medium_value_payments,0.875,1,0,0,0,1,1,0,0,0,3,4.364343322638378,9.0,7.0,0.053155748627955086,0.018309741757726244,Standard
CUS_0x4330,38.0,12070.845,4.0,12.0,2.96,759.86,75.21166123459514,281.7849835688098,1088.90375,8.0,5.0,8.0,18.0,1.0,27.31399172635376,31.349969595412013,342.5,Media_Manager,Standard,Yes,Low_spent_Medium_value_payments,1.0,0,0,0,1,0,0,1,0,1,3,3.1637882124662684,19.0,4.0,0.06295002545389325,0.0287903954738075,Standard
CUS_0x4a77,34.0,169293.52,1.0,5.0,10.22,931.52,430.3241607287442,1235.3897584593035,14365.793333333331,2.0,4.0,5.0,12.0,1.0,37.91598846623737,92.0400801313395,368.0,Engineer,Good,No,Low_spent_Medium_value_payments,1.0,0,0,1,0,0,0,0,0,0,1,3.813267495648452,12.0,1.0,0.005502396075171691,0.006406891564963312,Good
CUS_0x2a79,34.0,88606.92,1.0,12.0,11.66,518.87,318.94656962451825,711.8084140157094,7517.91,5.0,5.0,9.0,18.0,0.0,31.735421680695335,61.241074550899505,328.5,Doctor,Standard,No,Low_spent_Medium_value_payments,1.0,1,0,0,0,0,0,0,0,0,1,5.578880713958391,20.0,0.0,0.005855863176374938,0.008146023901709319,Standard
CUS_0xaa14,41.0,33287.12,2.0,10.0,10.64,1137.16,98.36827435782844,391.39847302892895,2844.9266666666667,7.0,5.0,9.0,23.0,6.0,33.96749643073747,45.78583996575001,197.5,Engineer,Standard,No,High_spent_Medium_value_payments,1.0,0,0,0,0,1,0,0,1,0,2,4.97429537968892,23.0,6.0,0.034162162421981834,0.016093855951442217,Standard
CUS_0x13c7,34.0,69341.52,1.0,8.0,7.58,302.75,125.063650572826,620.878468422294,5919.46,3.0,3.0,11.0,8.0,3.0,32.638729032940745,54.60540123017218,186.5,Teacher,Standard,No,High_spent_Large_value_payments,0.75,0,0,0,0,0,1,0,0,0,1,5.2003068683463045,13.0,8.0,0.0043660710062311875,0.009224726787607683,Standard
CUS_0x4889,45.0,61540.56,4.0,15.0,17.15,1599.3,283.1355646206489,435.73149352844257,5352.38,7.0,8.0,17.0,55.0,7.0,36.054271544750776,146.19821930099008,225.0,Accountant,Standard,Yes,High_spent_Small_value_payments,0.875,0,0,1,0,0,1,0,1,0,3,6.141207146182405,60.0,7.0,0.0259877388181063,0.027314618786594014,Poor
CUS_0x5e99,43.5,56001.15,3.0,11.0,8.33,1347.83,219.10186221169806,413.87176220242475,4662.7625,3.0,6.0,8.0,13.0,8.0,33.07215194850559,88.30262558587714,185.0,Mechanic,Standard,Yes,High_spent_Large_value_payments,1.0,0,0,0,0,0,1,0,1,0,2,5.224630271782758,18.0,8.0,0.024067898605653632,0.018937834724774668,Standard
CUS_0xa83,15.0,19072.63,4.0,11.0,18.16,1371.64,83.55669674071406,289.1207784873694,1631.3858333333335,8.0,7.0,24.0,56.0,12.0,32.99849092923804,60.5142070057509,88.5,Teacher,Standard,Yes,Low_spent_Small_value_payments,0.625,0,1,1,1,0,0,0,1,0,4,6.1653885656160465,58.0,17.0,0.07191666802113815,0.03709374310435508,Poor
CUS_0x1e9b,19.0,7441.295,6.0,16.0,11.12,2569.3,56.16751113363618,290.7245373127895,873.1079166666667,5.0,8.0,33.0,17.0,10.0,32.780257247702785,25.41874322024093,70.0,Writer,Standard,Yes,Low_spent_Small_value_payments,0.875,0,1,1,0,1,1,0,1,0,5,6.289048262770991,18.0,13.0,0.34527592307521743,0.029112945530586964,Poor
CUS_0x684a,23.0,81298.72,5.0,17.0,16.15,4666.2,170.78274276445816,542.3511969292078,6768.8933333333325,9.0,8.0,22.0,50.0,12.0,36.36066825450904,208.75539363966735,104.5,Journalist,Bad,Yes,High_spent_Large_value_payments,0.625,1,0,0,1,0,1,0,0,0,3,4.28833178096701,54.0,17.0,0.05739573759586866,0.030840402316823928,Standard
CUS_0x52ee,22.0,87974.28,2.0,9.0,6.75,60.08,204.9041104329266,670.106595423776,7222.19,4.0,7.0,10.0,6.0,4.0,34.60789264020341,92.2082941432976,228.5,Manager,Standard,No,High_spent_Large_value_payments,1.0,1,0,0,1,0,0,0,0,0,2,5.099589873191553,6.0,8.0,0.0006829268736271556,0.012767359228059303,Standard
CUS_0x7a77,23.0,32085.89,5.0,13.0,18.02,742.25,85.11745102723239,322.43217541279546,2460.8241666666668,4.0,6.0,14.0,6.0,6.0,31.16499694703743,84.06232163523586,225.0,Musician,Standard,Yes,Low_spent_Large_value_payments,0.75,1,1,0,0,1,0,1,0,0,4,7.22866804787855,10.0,6.0,0.02313322148770067,0.034160230858388915,Standard
CUS_0x6df1,46.0,55120.88,4.0,19.0,8.82,1045.89,160.66953085464084,443.40637410435426,4465.406666666667,5.0,7.0,5.0,20.0,6.0,30.602953556778445,103.281131291363,199.5,Lawyer,Standard,Yes,High_spent_Medium_value_payments,1.0,0,0,1,0,0,1,1,1,0,4,6.656940827905532,24.0,11.0,0.018974479362448497,0.023129165829919855,Standard
CUS_0x1252,28.0,34132.87,4.0,11.0,10.89,187.64,134.539686463381,342.41657896703344,2970.4058333333337,4.0,6.0,4.0,7.0,1.0,30.77745910003019,100.08431790291893,250.0,Entrepreneur,Good,No,High_spent_Small_value_payments,0.75,0,0,0,1,0,1,0,1,1,4,4.917376950857841,11.0,2.0,0.005497340247099056,0.0336938194706567,Good
CUS_0x9886,26.0,164580.36,3.0,9.0,7.37,922.89,273.7224203425555,993.6543987609762,13871.03,5.0,3.0,10.0,11.0,3.0,37.10895363062299,352.2489976155003,240.5,Journalist,Good,No,High_spent_Large_value_payments,1.0,0,1,0,0,1,0,0,0,1,3,4.54576788950429,11.0,6.0,0.005607534216111813,0.02539458119660186,Good
CUS_0x2ef3,50.0,21751.53,4.0,9.0,4.02,1211.85,116.47735566639491,300.5180320550063,2002.6275,6.0,3.0,7.0,7.0,3.0,33.09202757026609,48.500399953983965,199.0,Mechanic,Standard,No,High_spent_Large_value_payments,1.0,1,1,1,0,0,1,0,0,0,4,5.653223640220207,7.0,3.0,0.05571332223526345,0.02421838307622559,Standard
