Customer_ID,Age,Annual_Income,Num_of_Loan,Num_of_Delayed_Payment,Changed_Credit_Limit,Outstanding_Debt,Amount_invested_monthly,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Delay_from_due_date,Num_Credit_Inquiries,Credit_Utilization_Ratio,Total_EMI_per_month,Credit_History_Age_Months,Occupation,Credit_Mix,Payment_of_Min_Amount,Payment_Behaviour,Credit_Score,_target_agreement,has_auto_loan,has_credit_builder_loan,has_debt_consolidation_loan,has_home_equity_loan,has_mortgage_loan,has_not_specified,has_payday_loan,has_personal_loan,has_student_loan,n_loan_types,Credit_Utilization_Ratio_std,Delay_from_due_date_max,Num_Credit_Inquiries_max,debt_to_income,debt_service_ratio
CUS_0x6d41,45.0,22006.43,0.0,18.0,9.21,1269.66,54.69536687862832,360.89154978803833,1655.8691666666666,8.0,3.0,19.0,6.0,4.0,27.258160166955342,0.0,263.5,Journalist,Standard,Yes,High_spent_Medium_value_payments,Poor,0.5,0,0,0,0,0,0,0,0,0,0,3.7614533596338564,8.0,4.0,0.05769495551981853,0.0
CUS_0x6d43,25.0,18538.55,7.0,20.0,1.04,3934.53,111.94473055969473,237.77295016116284,1379.8791666666666,7.0,8.0,33.0,51.0,10.0,31.77562948729482,73.27023594580915,127.5,Developer,Bad,Yes,Low_spent_Small_value_payments,Poor,1.0,1,0,1,1,0,1,1,0,1,6,3.0789164232698027,55.0,15.0,0.21223504535144336,0.05309902324477142
CUS_0x6d4e,44.0,27318.32,3.0,11.0,12.45,1370.22,66.72433492715476,339.1738582657207,2158.526666666666,6.0,4.0,7.0,11.0,11.0,33.65220530337922,60.32390941537293,167.0,Engineer,Standard,Yes,High_spent_Medium_value_payments,Standard,1.0,0,0,1,1,0,0,0,1,0,3,2.657831427060935,11.0,11.0,0.0501575499518272,0.027946798317080298
CUS_0x6d54,26.0,114224.24,3.0,13.0,14.27,1216.94,195.9226869589055,777.4744149248684,9459.686666666666,5.0,6.0,15.0,18.0,4.0,34.82735882937513,275.717975789387,281.5,Teacher,Standard,Yes,High_spent_Medium_value_payments,Standard,0.75,1,1,0,0,0,0,1,0,0,3,5.8096523955052595,18.0,8.0,0.010653955762804812,0.02914662879489881
CUS_0x6d55,27.0,70421.78,2.0,10.0,13.07,191.72,299.97466634825537,462.15573132793054,5621.4816666666675,6.0,6.0,14.0,13.0,7.0,30.048248681774762,75.01776899048079,169.5,Writer,Standard,Yes,Low_spent_Small_value_payments,Standard,0.875,0,0,1,1,0,0,0,0,0,2,4.030077356675759,18.0,7.0,0.0027224531955880697,0.013344839214776551
CUS_0x6d5c,26.0,31429.81,0.0,6.0,2.44,117.3,58.824156099794635,440.0165393966189,2723.1508333333336,0.0,7.0,9.0,14.0,0.0,32.392947679439175,0.0,296.5,Teacher,Good,No,High_spent_Medium_value_payments,Good,0.625,0,0,0,0,0,0,0,0,0,0,3.7527450918921867,19.0,0.0,0.003732125647593797,0.0
CUS_0x6d63,29.0,8393.96,2.0,17.0,18.84,1402.78,27.608357156679396,299.9915243597676,780.4966666666666,5.0,5.0,32.0,14.0,12.0,31.539591920798912,8.025107606573853,169.5,Lawyer,Standard,Yes,High_spent_Small_value_payments,Standard,0.625,0,0,1,0,0,0,0,0,0,1,4.984267568601671,14.0,12.0,0.16711778469280295,0.010282052376786388
CUS_0x6d6e,35.5,114977.76,4.0,1.0,1.54,1084.96,465.4719237631193,523.6623923006431,9641.48,1.0,6.0,9.0,1.0,1.0,35.61648873459153,245.0136839362375,278.5,Lawyer,Good,No,High_spent_Large_value_payments,Good,0.75,0,0,0,1,0,0,0,1,0,2,4.909778962634753,1.0,1.0,0.009436259673175056,0.02541245575743947
CUS_0x6d70,24.0,68454.96,5.0,15.0,5.08,2407.21,262.62907092907125,417.32536020109035,5820.580000000001,8.0,9.0,19.0,60.0,12.0,33.60793906117323,160.51367457785037,227.0,Accountant,Bad,Yes,High_spent_Medium_value_payments,Poor,1.0,1,0,0,0,0,1,1,1,0,4,4.0593655115018095,65.0,16.0,0.03516487337075355,0.027576920955961492
CUS_0x6d71,21.0,58452.18,0.0,2.0,6.83,1437.16,117.61475801358407,599.9867419864161,4676.015,3.0,5.0,2.0,2.0,2.0,32.38336355993374,0.0,211.0,Manager,Good,No,High_spent_Large_value_payments,Poor,0.875,0,0,0,0,0,0,0,0,0,0,6.577613290839144,2.0,5.0,0.024586935850810013,0.0
CUS_0x6d7e,23.0,42577.86,9.0,23.0,26.86,4122.31,82.9119058871465,365.4633697856153,3782.155,6.0,8.0,20.0,49.0,14.0,29.699244552024616,171.57633827706474,66.5,Musician,Bad,Yes,High_spent_Large_value_payments,Standard,1.0,1,1,1,1,1,0,0,1,0,6,4.327908803489774,54.0,14.0,0.0968181585453097,0.045364703000555166
CUS_0x6d8,27.0,17919.81,5.0,16.0,19.82,2515.51,74.15586284269656,288.25767002275893,1474.3175,8.0,6.0,25.0,25.0,10.0,29.867944784511742,62.53662541783595,85.5,Journalist,Bad,Yes,Low_spent_Small_value_payments,Standard,0.625,1,0,1,0,0,0,0,1,0,3,6.594858271111607,30.0,10.0,0.1403759303251541,0.0424173391537684
CUS_0x6d82,51.0,11513.045,4.0,13.0,7.9,1418.26,61.56089305633907,275.66175973782055,864.4204166666667,6.0,6.0,13.0,23.0,0.0,28.73634324807832,32.19335182137685,386.5,Teacher,Standard,Yes,Low_spent_Small_value_payments,Standard,1.0,0,0,0,0,0,1,0,1,0,2,3.8954139259234917,24.0,1.0,0.12318721936724819,0.03724270181576598
CUS_0x6d85,38.0,14951.22,8.0,21.0,28.79,3270.39,84.26843069135813,273.4860119307766,1214.935,7.0,10.0,17.0,57.0,10.0,30.88120077644431,51.84110547722873,89.5,Doctor,Bad,Yes,Low_spent_Small_value_payments,Standard,1.0,1,1,1,0,1,1,0,0,0,5,5.046226461593378,57.0,10.0,0.21873733380954866,0.04266985927414119
CUS_0x6d94,43.0,9844.975,0.0,14.0,9.75,638.57,21.30601829491023,325.1721222635163,824.4145833333333,8.0,7.0,19.0,7.0,1.0,26.920988985448236,0.0,386.0,Doctor,Standard,No,High_spent_Medium_value_payments,Standard,1.0,0,0,0,0,0,0,0,0,0,0,7.325141230978527,12.0,1.0,0.06486253139291873,0.0
CUS_0x6d9f,26.0,15658.16,6.0,16.0,15.67,2538.06,80.7678985609371,253.2257694082164,1098.8466666666666,10.0,8.0,21.0,26.0,6.0,30.9792167094308,53.03590523919915,139.0,Media_Manager,Standard,Yes,Low_spent_Medium_value_payments,Poor,0.875,1,1,0,0,0,0,1,1,1,5,4.461076478790497,31.0,7.0,0.1620918422087908,0.04826506449719933
CUS_0x6da3,18.0,58961.86,0.0,6.0,9.06,75.14,198.2548279317594,561.7940054015739,4900.488333333334,2.0,3.0,8.0,9.0,3.0,31.20335904613222,0.0,395.5,Engineer,Good,No,High_spent_Medium_value_payments,Standard,1.0,0,0,0,0,0,0,0,0,0,0,4.527301110574883,9.0,3.0,0.0012743831351317615,0.0
CUS_0x6da8,21.0,37607.28,3.0,14.0,15.0,1361.67,170.93834074861672,318.0819542622147,2842.94,3.0,6.0,17.0,16.0,9.0,36.82988912051526,81.81690606825181,229.0,Accountant,Standard,Yes,High_spent_Small_value_payments,Poor,0.875,1,0,0,1,0,1,0,0,0,3,5.1910258049019955,16.0,9.0,0.036207617248575276,0.028778977420646164
CUS_0x6da9,33.0,85426.68,0.0,9.0,1.91,1187.02,451.6142639343002,517.3441954435762,7024.8899999999985,3.0,6.0,5.0,11.0,3.0,32.38889624513457,0.0,362.5,Manager,Good,No,Low_spent_Medium_value_payments,Standard,1.0,0,0,0,0,0,0,0,0,0,0,5.24994390302076,11.0,3.0,0.013895190589169567,0.0
CUS_0x6daf,34.0,130076.8,3.0,14.0,10.43,6.49,662.1842894455411,382.1738730208666,10613.733333333334,4.0,3.0,10.0,19.0,0.0,29.037571049315403,302.0151708669257,346.5,Journalist,Standard,No,Low_spent_Medium_value_payments,Poor,0.5,1,0,0,0,0,0,0,0,0,1,4.992679982349883,21.0,0.0,4.9893601318605625e-05,0.028455130855645425
CUS_0x6db3,33.0,19667.73,8.0,15.0,19.73,4526.89,99.73409577934692,249.95251501270755,1594.9775,10.0,9.0,19.0,28.0,8.5,35.047811413526865,99.81113920794547,72.0,Lawyer,Bad,Yes,Low_spent_Small_value_payments,Standard,1.0,1,1,0,0,1,0,0,0,0,3,4.784697081371325,32.0,10.0,0.23016840275924066,0.06257839951218463
CUS_0x6dbb,30.0,20804.18,8.0,24.0,21.44,3804.18,80.5920952198174,201.0893892285277,1515.6816666666666,10.0,8.0,22.0,27.0,11.0,35.1918147464767,134.88668221832157,155.0,Manager,Bad,Yes,Low_spent_Medium_value_payments,Standard,1.0,0,1,0,1,0,0,1,1,0,4,6.748752005143148,28.0,11.0,0.18285652210276973,0.08899407123856587
CUS_0x6dc3,45.0,34980.21,4.0,8.0,7.97,937.32,191.9543487790967,287.8506692005391,2616.0175,5.0,7.0,18.0,30.0,3.0,30.991591433146617,66.79673202036416,317.0,Architect,Standard,No,Low_spent_Small_value_payments,Standard,1.0,0,0,1,1,1,0,0,1,0,4,5.025250725489267,35.0,3.0,0.02679572249566255,0.025533748157404973
CUS_0x6dc5,19.0,34860.05,3.0,1.0,9.6,1218.18,116.27271681769525,354.6353745920394,2622.004166666667,3.0,1.0,10.0,14.0,2.0,32.858811768904005,51.29232525693208,272.0,Engineer,Good,No,High_spent_Medium_value_payments,Standard,0.625,1,0,0,0,0,1,0,0,1,3,3.8255729259779274,19.0,2.0,0.03494487242559893,0.019562259247718743
CUS_0x6dc6,39.0,15319.52,3.0,12.0,5.0,208.96,66.64853140548075,335.2603741995555,1514.6266666666668,1.0,7.0,5.0,13.0,6.0,33.68278405850961,29.878416140156354,289.5,Journalist,Good,No,Low_spent_Small_value_payments,Good,0.75,1,0,0,0,1,0,0,0,0,2,4.130258082890302,14.0,6.0,0.013640114050570775,0.019726587942566497
CUS_0x6dc9,15.0,17171.56,3.0,17.0,16.25,146.6,59.58679100744449,311.2540580693732,1204.9633333333334,6.0,3.0,16.0,12.0,8.0,27.07101694504295,27.0538731649946,108.0,Musician,Standard,Yes,Low_spent_Large_value_payments,Standard,1.0,0,0,0,1,1,0,0,0,1,3,4.811954379048614,15.0,8.0,0.008537372259713153,0.022452030212533104
CUS_0x6dcf,16.0,66377.52,4.0,20.0,7.36,1450.51,302.50465965135663,411.9744103429021,5770.46,8.0,3.0,17.0,13.0,7.0,33.53059073263299,199.45988061314415,274.5,Media_Manager,Standard,Yes,Low_spent_Medium_value_payments,Poor,0.5,1,0,1,0,0,1,0,0,1,4,3.8108432034435067,16.0,12.0,0.021852428352249376,0.03456568117847523
CUS_0x6dd3,54.0,26693.06,4.0,20.0,10.72,592.33,116.34244447661092,338.3923486579907,2437.4216666666666,7.0,5.0,6.0,13.0,3.5,29.960736595098737,53.254642829701226,257.5,Scientist,Standard,No,High_spent_Small_value_payments,Poor,0.625,1,0,1,0,1,1,0,0,0,4,5.201231413081359,18.0,6.0,0.022190412039683725,0.02184876074500906
CUS_0x6dd6,15.0,28675.48,6.0,24.0,2.64,2360.5,86.44997524425317,297.3016120861556,2154.623333333333,7.0,9.0,32.0,49.0,13.0,31.684378172109625,81.71074600292461,185.5,Scientist,Bad,Yes,High_spent_Medium_value_payments,Poor,0.75,1,0,1,0,1,0,1,0,0,4,4.450833606472816,49.0,13.0,0.08231771534425927,0.03792344802862277
CUS_0x6dd7,34.0,60738.48,5.0,25.0,3.6,2423.74,122.1741380682915,431.3560580742609,5336.54,8.0,8.0,20.0,52.0,12.0,34.118703335760685,180.92572052838293,163.5,Accountant,Bad,Yes,High_spent_Small_value_payments,Poor,0.875,0,0,0,1,0,1,1,1,0,4,5.532837181565688,53.0,15.0,0.039904521812202075,0.03390318830710216
CUS_0x6ddb,14.0,15433.33,2.0,18.0,17.86,2132.46,92.01283237297676,314.53469445475946,1421.1108333333334,8.0,3.0,5.0,17.0,12.0,31.941177364338582,18.25010304531889,223.0,Teacher,Standard,Yes,Low_spent_Small_value_payments,Poor,1.0,0,1,0,0,0,0,0,0,1,2,4.944867382082829,22.0,12.0,0.1381723840545106,0.012842139133167932
CUS_0x6dde,22.0,18623.07,7.0,21.0,3.28,1354.83,85.29847122117522,305.24113626886344,1746.9225,10.0,7.0,33.0,21.0,12.0,29.168400560821382,60.55603489262473,234.5,Journalist,Bad,Yes,Low_spent_Medium_value_payments,Poor,0.75,1,0,0,1,1,0,1,1,0,5,4.507422278544516,23.0,12.0,0.0727500890025114,0.03466440834818072
CUS_0x6de6,54.0,102630.0,4.0,17.0,5.12,82.66,182.9340429077564,613.088659880944,8328.5,3.0,6.0,5.0,11.0,4.0,29.7961990333014,281.0989547444817,292.5,Manager,Good,No,High_spent_Large_value_payments,Good,0.875,0,0,0,0,1,1,0,0,0,2,4.387710857648594,11.0,4.0,0.0008054175192438857,0.03375145041057594
CUS_0x6deb,22.0,44986.07,2.0,12.0,11.37,1162.52,183.71277746120325,396.4887560102783,3957.839166666666,3.0,3.0,4.0,3.0,5.0,36.88272159596792,63.751703913108635,342.5,Scientist,Good,No,Low_spent_Small_value_payments,Good,1.0,0,0,1,0,0,0,0,1,0,2,4.973392463287754,4.0,5.0,0.02584177724348893,0.01610770453989948
CUS_0x6dec,42.0,16511.395,2.0,1.0,7.91,1206.07,94.37125590121782,319.04024784051984,1528.949583333333,2.0,5.0,8.0,3.0,4.0,32.665928991316584,14.483454591595663,347.0,Developer,Good,No,Low_spent_Small_value_payments,Good,0.875,0,0,0,0,0,0,0,0,1,1,4.521630621486663,5.0,4.0,0.07304470639821771,0.00947281372092049
CUS_0x6df1,46.0,55120.88,4.0,19.0,8.82,1045.89,160.66953085464084,443.40637410435426,4465.406666666667,5.0,7.0,5.0,20.0,6.0,30.602953556778445,103.281131291363,199.5,Lawyer,Standard,Yes,High_spent_Medium_value_payments,Standard,1.0,0,0,1,0,0,1,1,1,0,4,6.656940827905532,24.0,11.0,0.018974479362448497,0.023129165829919855
CUS_0x6df3,29.0,71290.06,0.0,15.0,7.26,1314.99,218.6245064632372,656.3593268700961,6199.838333333332,8.0,3.0,17.0,5.0,8.0,35.768929442009565,0.0,217.5,Engineer,Standard,Yes,High_spent_Medium_value_payments,Standard,1.0,0,0,0,0,0,0,0,0,0,0,3.5214307022137596,9.0,8.0,0.018445629025982024,0.0
CUS_0x6df5,43.0,17602.93,6.0,17.0,13.49,2158.18,108.82708023218365,247.0864839188817,1176.9108333333334,9.0,10.0,29.0,47.0,6.5,29.742567481796833,46.777519182268,203.0,Writer,Standard,Yes,Low_spent_Small_value_payments,Poor,0.75,0,0,1,1,0,0,1,1,1,5,4.719900764238871,47.0,7.0,0.12260345294788991,0.03974601801377023
CUS_0x6df7,39.0,22655.88,4.0,14.5,19.16,1268.55,68.02390725313523,337.2588860435865,1972.99,7.0,4.0,8.0,8.0,5.0,33.407056126954416,57.01620670327833,168.0,Entrepreneur,Standard,Yes,High_spent_Small_value_payments,Standard,1.0,0,0,0,0,1,1,0,1,1,4,4.087524013531006,10.0,5.0,0.05599208682249376,0.02889837591841739
CUS_0x6df9,23.0,11486.08,3.0,12.0,11.73,550.98,50.69593668828452,305.4695298939681,1067.1733333333332,8.0,7.0,11.0,14.0,4.0,33.17983730179705,23.083110511727902,204.5,Developer,Standard,Yes,Low_spent_Small_value_payments,Standard,1.0,0,0,0,1,1,0,1,0,0,3,5.5067365848584116,16.0,9.0,0.04796936813952193,0.021630141787395897
CUS_0x6dfc,33.0,108952.35,3.0,8.0,6.04,544.75,468.4872060289341,486.1953982947692,9203.3625,4.0,4.0,7.0,11.0,0.0,32.49831704694695,230.65364567629655,339.0,Lawyer,Standard,No,Low_spent_Large_value_payments,Standard,1.0,0,0,1,0,0,0,0,1,0,2,5.714925023392154,15.0,0.0,0.004999892154689642,0.025061888595206
CUS_0x6e0,45.0,31104.32,1.0,11.0,6.8,1354.0,144.2218105917142,404.8763935006491,2871.026666666666,6.0,5.0,12.0,13.0,4.5,30.316846425368357,22.68715163837837,367.0,Entrepreneur,Standard,No,High_spent_Large_value_payments,Standard,1.0,0,1,0,0,0,0,0,0,0,1,4.486526632293202,13.0,6.0,0.04353093075174124,0.007902104115500509
CUS_0x6e05,44.5,168502.68,4.0,1.0,0.59,750.66,393.61223123556636,741.9860270742766,13760.89,5.0,6.0,8.0,2.0,4.0,32.863936462643395,485.490741690157,352.5,Musician,Good,No,High_spent_Large_value_payments,Good,0.75,1,0,0,0,0,1,1,0,0,3,3.879150521074958,2.0,4.0,0.0044548846344758435,0.03528047544091676
CUS_0x6e06,38.0,20139.19,6.0,25.0,18.19,2209.17,100.68360749103752,297.9536488339594,1664.2658333333331,10.0,10.0,19.0,19.0,9.5,28.019064866014382,51.16717022456773,210.5,Entrepreneur,Bad,Yes,Low_spent_Medium_value_payments,Poor,0.75,1,0,1,1,1,0,1,0,0,5,4.341466533714052,24.0,11.0,0.10969507711084707,0.030744589716226865
CUS_0x6e0d,18.0,38883.92,2.0,10.0,16.8,23.58,86.40708138453256,421.0638255950178,3163.3266666666664,6.0,3.0,11.0,16.0,11.0,30.732375645157024,53.58513706382647,327.5,Scientist,Standard,Yes,High_spent_Large_value_payments,Standard,0.75,0,0,1,0,0,0,1,0,0,2,4.395905470999182,16.0,11.0,0.0006064203403360566,0.016939488933746902
CUS_0x6e0e,45.0,38436.68,1.0,6.0,9.6,22.61,114.18682690111208,415.3898797492943,2965.056666666667,2.0,5.0,5.0,9.0,2.0,34.975439064551836,28.48255057324285,336.5,Architect,Good,No,High_spent_Medium_value_payments,Good,0.75,0,0,0,0,0,1,0,0,0,1,5.0293396424317205,14.0,2.0,0.000588240191400506,0.009606072927187287
CUS_0x6e13,32.0,58792.74,0.0,10.0,2.82,57.78,291.73091452745604,488.66763193622285,4876.395,1.0,4.0,1.0,13.0,2.0,34.64648045439753,0.0,218.0,Musician,Good,No,High_spent_Small_value_payments,Poor,0.625,0,0,0,0,0,0,0,0,0,0,3.197099076417612,15.0,2.0,0.0009827744037784257,0.0
CUS_0x6e19,38.0,16421.94,5.0,16.0,14.94,2450.88,64.41379306906822,295.9590615915136,1507.495,7.0,3.0,21.0,5.0,9.0,32.32268948717613,43.911383361147394,97.0,Mechanic,Standard,Yes,Low_spent_Small_value_payments,Poor,0.875,0,1,0,0,0,1,1,1,0,4,4.1282362551820455,6.0,9.0,0.14924424276303533,0.029128709124174472
CUS_0x6e1c,48.0,82230.76,0.0,2.0,6.05,1260.01,422.40736446307335,527.9489688702599,6853.563333333333,1.0,3.0,5.0,1.0,6.0,31.197326027419937,0.0,368.5,Lawyer,Good,No,High_spent_Large_value_payments,Good,0.75,0,0,0,0,0,0,0,0,0,0,6.528672691205401,6.0,6.0,0.015322854853828421,0.0
CUS_0x6e1e,37.0,61449.66,6.0,20.0,7.25,1315.4,102.92955788811744,532.6836384588191,5333.805,7.0,8.0,25.0,46.0,10.0,32.141289874896316,159.54641419956758,140.5,Entrepreneur,Bad,Yes,High_spent_Medium_value_payments,Poor,1.0,0,0,0,0,1,0,1,0,1,3,6.188598480074815,48.0,12.0,0.02140613959458848,0.029912307292742718
CUS_0x6e23,36.0,66560.22,2.0,16.0,8.93,837.34,131.0562091577342,588.7300492866291,5369.685,5.0,7.0,20.0,28.0,0.0,31.355712694140554,80.29199979452855,367.5,Scientist,Standard,Yes,High_spent_Large_value_payments,Poor,0.625,0,0,0,0,0,0,1,0,1,2,4.558244895131338,30.0,0.0,0.012580186784238393,0.0149528323904528
CUS_0x6e26,25.0,99980.36,1.0,10.0,7.75,637.0,387.3686593976428,613.7684502751517,8032.696666666668,7.0,4.0,6.0,19.0,5.0,31.02328924138218,62.13255699387225,205.5,Accountant,Standard,No,High_spent_Medium_value_payments,Standard,0.75,0,0,0,0,0,0,0,0,1,1,5.036229810232618,24.0,5.0,0.006371251313758022,0.007734956213609324
CUS_0x6e2a,40.0,53320.08,2.0,13.0,3.54,592.65,97.9124893853698,548.8407238580606,4387.34,8.0,7.0,2.0,21.0,1.5,30.672534569211575,45.789962485987,238.5,Accountant,Good,No,High_spent_Large_value_payments,Poor,1.0,0,0,0,0,0,1,0,0,1,2,4.4128611381565905,21.0,3.0,0.011114949564966893,0.010436839288951163
CUS_0x6e2b,19.0,10302.59,9.0,24.0,26.62,2845.28,51.687905739945975,266.3644567576189,888.5491666666667,9.0,6.0,34.0,53.0,10.0,26.331967583228202,47.10193922358414,116.5,Accountant,Bad,Yes,Low_spent_Small_value_payments,Poor,0.75,1,1,0,1,0,1,1,0,1,6,4.666955147631122,55.0,15.0,0.2761713316748507,0.053009941363497015
CUS_0x6e35,30.0,36104.82,5.0,17.0,13.84,2219.17,77.81811355073168,398.6105906485447,3294.735,6.0,6.0,16.0,13.0,6.5,31.3721580914712,103.04479580072363,174.0,Engineer,Standard,Yes,High_spent_Large_value_payments,Poor,1.0,0,0,0,1,1,0,0,1,1,4,4.264910122189911,13.0,9.0,0.061464646548577175,0.031275594486574375
CUS_0x6e36,43.0,75050.37,4.0,15.0,10.58,509.49,108.73405656239925,553.5546659086807,6205.197499999998,7.0,7.0,11.0,8.0,9.0,31.03103539830928,179.89687932721446,205.0,Lawyer,Standard,Yes,High_spent_Large_value_payments,Standard,1.0,0,0,0,0,0,1,0,1,1,3,5.879575484907896,8.0,9.0,0.006788640748873058,0.028991322085592686
CUS_0x6e38,28.0,63572.76,1.0,15.0,7.77,401.58,234.21181104065573,544.870787199919,5566.730000000001,3.0,3.0,7.0,28.0,4.0,33.02928343209611,37.59040175942533,223.5,Musician,Standard,No,High_spent_Medium_value_payments,Standard,0.875,0,1,0,0,0,0,0,0,0,1,5.184758221799968,30.0,4.0,0.006316856464938756,0.0067526899561188205
CUS_0x6e3b,14.0,89512.38,4.0,9.0,10.99,1257.44,266.6034832778055,531.251022271864,7460.365000000002,5.0,5.0,9.0,10.0,11.0,35.22264705696739,232.234078384158,100.5,Doctor,Standard,Yes,High_spent_Large_value_payments,Standard,1.0,0,1,1,1,0,0,0,0,1,4,4.250131336618182,14.0,11.0,0.01404766580890822,0.031129050439778476
CUS_0x6e3e,24.0,16189.12,5.0,25.0,16.54,3136.21,75.20924950200703,304.7254561178411,1535.0933333333337,9.0,8.0,26.0,36.0,9.0,28.58150970911999,49.58333623324728,54.0,Writer,Bad,Yes,Low_spent_Medium_value_payments,Poor,0.75,0,1,1,0,0,1,0,0,1,4,5.81454226927933,36.0,13.0,0.19372331541183213,0.032299883763797596
CUS_0x6e43,46.0,19956.6,0.0,18.0,8.77,415.74,127.3926290264694,318.6123709735306,1610.05,6.0,5.0,15.0,10.0,7.0,27.021964296447152,0.0,312.5,Scientist,Standard,Yes,Low_spent_Small_value_payments,Standard,1.0,0,0,0,0,0,0,0,0,0,0,6.293331706561386,13.0,11.0,0.020832205886774303,0.0
CUS_0x6e47,51.5,17727.93,4.0,19.0,9.8,1017.2,66.03888403518872,297.34553475896314,1349.3275,6.0,5.0,15.0,6.0,3.0,32.06389789424482,37.831855121142205,311.5,Teacher,Standard,Yes,Low_spent_Small_value_payments,Standard,1.0,0,1,0,0,1,0,1,0,1,4,4.1033435923735695,6.0,8.0,0.05737838540653083,0.028037563246240963
CUS_0x6e49,28.5,15855.34,7.0,21.0,10.31,1332.7,69.68498787807889,268.026034201587,1198.2783333333334,7.0,7.0,15.0,9.0,6.0,30.33892023849144,60.21398982535512,125.0,Doctor,Standard,Yes,Low_spent_Small_value_payments,Poor,0.625,1,0,1,1,0,0,0,0,1,4,2.1347123883905046,14.0,6.0,0.08405370051982487,0.05025042024906994
CUS_0x6e58,18.0,22931.66,0.0,14.0,4.87,834.51,120.89628889515949,334.9187349372204,1863.9716666666664,3.0,6.0,5.0,27.0,4.0,27.535834633619395,0.0,337.5,Journalist,Standard,Yes,High_spent_Medium_value_payments,Standard,1.0,0,0,0,0,0,0,0,0,0,0,3.648391833898354,32.0,6.0,0.036391172728010096,0.0
CUS_0x6e5d,39.0,39962.38,5.0,19.0,15.82,1444.91,123.08096183303888,377.1031671892641,3151.1983333333333,6.0,7.0,22.0,18.0,9.0,37.51078448836579,89.76177617984463,113.0,Entrepreneur,Standard,Yes,High_spent_Medium_value_payments,Poor,0.875,1,0,0,0,1,0,1,0,0,3,4.539725151436674,18.0,10.0,0.03615675542848049,0.028484965617792374
CUS_0x6e61,18.0,44806.6,4.0,6.0,11.87,176.26,227.40225484751295,384.9761997529146,4031.883333333333,0.0,3.0,7.0,19.0,0.0,34.10075345921207,109.555808470867,259.0,Teacher,Good,No,Low_spent_Small_value_payments,Poor,1.0,0,0,0,0,0,1,0,1,1,3,6.401248088745983,19.0,0.0,0.003933795467632,0.027172365719295866
CUS_0x6e64,38.0,41176.49,2.0,4.0,4.5,46.05,131.173833212232,426.4981009646353,3427.374166666666,0.0,4.0,11.0,4.0,5.0,29.996299331470098,52.52158963126021,252.0,Scientist,Good,No,High_spent_Small_value_payments,Standard,1.0,0,1,0,0,0,0,0,1,0,2,3.744349605259653,8.0,5.0,0.0011183566156318812,0.015324148189615585
CUS_0x6e65,32.0,120314.0,0.0,17.0,5.82,558.97,318.451490151662,940.4651765150046,10039.166666666666,6.0,5.0,11.0,19.0,4.0,32.3382583580177,0.0,273.0,Mechanic,Standard,No,High_spent_Medium_value_payments,Poor,0.5,0,0,0,0,0,0,0,0,0,0,4.752481863972793,24.0,4.0,0.004645926492345031,0.0
CUS_0x6e6a,54.0,32455.1,0.0,17.0,12.33,817.97,147.56657424647963,431.88418305383505,2973.5916666666667,7.0,6.0,13.0,7.0,1.0,32.72791614943892,0.0,341.5,Architect,Standard,Yes,Low_spent_Large_value_payments,Standard,0.625,0,0,0,0,0,0,0,0,0,0,5.145761029826085,11.0,1.0,0.0252031267813071,0.0
CUS_0x6e6b,51.0,177350.84,4.0,4.0,9.18,256.54,1132.6696341760935,579.2064339415379,14615.236666666666,4.0,1.0,10.0,6.0,2.0,33.18447379791399,455.59841017019545,350.0,Accountant,Good,No,Low_spent_Large_value_payments,Good,0.625,0,0,1,1,0,1,0,1,0,4,5.216942506547396,8.0,2.0,0.0014465113331292934,0.031172838357745522
CUS_0x6e6c,26.0,59458.29,1.0,20.0,6.62,1114.52,114.6945609964292,578.2581523605913,4692.8575,8.0,5.0,13.0,27.0,1.0,32.6553450917195,26.333036642979444,232.0,Media_Manager,Standard,Yes,High_spent_Large_value_payments,Standard,1.0,0,0,0,0,0,0,0,1,0,1,5.555933336759035,31.0,1.0,0.018744568671584735,0.005611301140718516
CUS_0x6e6f,17.0,16801.22,5.0,20.0,14.21,2444.84,103.26699003444948,247.09441142770208,1258.1016666666667,9.0,5.0,32.0,25.0,13.0,35.391498101852505,55.448765204515105,180.0,Musician,Standard,Yes,Low_spent_Small_value_payments,Standard,0.75,0,0,0,0,0,0,1,1,1,3,5.148345378571467,25.0,13.0,0.1455156232702149,0.04407335803904171
CUS_0x6e7,33.5,95745.88,3.0,13.0,10.17,738.41,310.23106056257063,593.0744425511441,7799.823333333334,7.0,6.0,18.0,15.0,5.5,34.48949365938959,142.28077091909554,253.5,Engineer,Standard,Yes,High_spent_Medium_value_payments,Standard,1.0,0,0,0,0,0,0,1,0,1,2,3.26145640702885,17.0,8.0,0.007712185631381736,0.018241537639839135
CUS_0x6e8,52.0,76040.81999999999,4.0,15.0,9.23,982.4,210.7969444912148,469.5174211881442,6323.735,7.0,4.0,8.0,24.0,3.0,35.58111621167414,223.69410704142024,206.5,Lawyer,Standard,Yes,High_spent_Medium_value_payments,Standard,1.0,0,0,0,0,0,0,1,1,1,3,3.343725155406098,29.0,3.0,0.012919376724238377,0.03537373198614747
